data,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2015-03-31,155.84375,132.83333333333334,72.203125,115.64583333333333,116.8,131.8125,156.70833333333334,137.35416666666666,172.90625,169.28125,215.9375,350.25,204.29166666666666,184.27083333333334,138.375,147.578125,123.15625,161.59375,124.875,249.2
2015-04-30,107.5625,116.54166666666667,55.875,99.875,117.7375,113.2625,127.4375,89.70833333333333,165.34375,111.09375,96.15625,124.4375,98.5,121.89583333333333,102.66666666666667,90.21875,101.625,94.5625,153.15625,177.10000000000002
2015-05-31,29.5,29.666666666666668,11.6875,30.020833333333332,18.95,19.4625,15.9375,32.666666666666664,37.875,43.09375,28.03125,22.8125,23.958333333333332,19.104166666666668,52.666666666666664,57.4375,58.6875,59.28125,49.59375,27.4
2015-06-30,3.75,3.4166666666666665,2.34375,1.7083333333333333,1.575,2.9,1.4583333333333333,1.4166666666666667,0.875,1.0,1.0625,1.125,1.375,1.125,0.5416666666666666,0.78125,0.6875,0.8125,0.8125,0.0
2015-07-31,18.8125,15.958333333333334,11.09375,9.75,9.225,13.975,11.5,8.375,9.8125,8.875,7.375,7.0,8.416666666666666,10.083333333333334,5.4375,14.328125,7.375,8.625,8.6875,16.6
2015-08-31,4.375,3.9583333333333335,1.90625,4.875,3.425,2.525,6.0,14.75,12.3125,16.625,15.25,17.625,14.958333333333334,9.25,14.791666666666666,15.03125,24.5,19.625,22.25,2.8
2015-09-30,23.25,24.979166666666668,23.1875,18.104166666666668,20.075,23.825,19.875,25.958333333333332,25.875,35.03125,31.0,27.25,21.895833333333332,21.5,55.395833333333336,40.09375,49.0625,37.8125,43.90625,3.0
2015-10-31,88.5625,85.04166666666667,66.09375,97.875,66.9,82.95,69.79166666666667,98.375,66.875,60.75,80.9375,90.5,82.83333333333333,75.54166666666667,61.75,70.78125,53.375,80.8125,75.125,15.5
2015-11-30,198.03125,171.375,115.15625,99.25,113.55,147.2125,125.91666666666667,120.39583333333333,130.375,106.40625,115.8125,146.5,119.3125,130.95833333333334,107.125,110.46875,101.59375,103.15625,101.25,146.3
2015-12-31,103.0625,85.58333333333333,60.21875,72.20833333333333,78.175,84.5,87.35416666666667,68.35416666666667,94.21875,90.65625,85.0625,88.875,84.29166666666667,86.70833333333333,119.5625,110.28125,155.125,106.9375,105.34375,240.4
2016-01-31,266.5,265.8958333333333,152.359375,189.1875,170.85,215.075,195.60416666666666,208.29166666666666,295.4375,244.4375,217.90625,192.5625,180.72916666666666,199.16666666666666,286.4375,245.640625,284.9375,281.21875,303.5625,373.1
2016-02-29,54.1875,43.208333333333336,18.78125,40.208333333333336,37.35,32.925,53.541666666666664,63.583333333333336,78.0625,66.40625,71.1875,64.875,74.14583333333333,66.27083333333333,69.79166666666667,60.09375,58.6875,53.46875,59.90625,29.1
2016-03-31,186.21875,205.35416666666666,85.1875,118.20833333333333,127.4,175.225,182.64583333333334,144.5625,217.75,193.8125,169.625,163.125,148.41666666666666,168.5,177.22916666666666,166.3125,187.8125,160.4375,210.8125,316.7
2016-04-30,33.0,34.458333333333336,19.15625,32.375,30.2,25.7125,30.291666666666668,28.875,25.375,21.09375,23.375,23.1875,27.020833333333332,30.208333333333332,15.833333333333334,18.59375,18.1875,17.71875,22.71875,34.4
2016-05-31,16.46875,17.729166666666668,6.515625,6.583333333333333,6.275,15.375,11.645833333333334,8.6875,17.46875,17.0625,12.25,7.1875,7.125,9.3125,11.520833333333334,14.78125,19.4375,14.21875,22.0,45.5
2016-06-30,6.625,6.375,2.125,3.5416666666666665,3.8,4.85,6.0,2.7916666666666665,8.875,6.5,4.5,3.625,3.75,6.625,4.083333333333333,7.15625,8.125,5.875,6.5,0.0
2016-07-31,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-31,20.875,15.25,5.15625,2.3125,3.075,6.2,5.958333333333333,2.4791666666666665,5.15625,6.625,5.0625,2.5625,2.4166666666666665,2.9583333333333335,11.854166666666666,8.75,15.6875,8.375,13.28125,10.8
2016-09-30,33.0,26.208333333333332,12.40625,7.458333333333333,19.225,19.15,22.791666666666668,13.291666666666666,27.25,24.5,19.9375,17.625,16.958333333333332,26.541666666666668,21.083333333333332,17.96875,21.875,24.25,25.625,55.6
2016-10-31,75.4375,70.0,33.28125,60.0,60.9,55.4,81.95833333333333,67.29166666666667,109.375,106.6875,93.25,77.5,75.16666666666667,91.41666666666667,95.20833333333333,89.5625,95.1875,99.9375,93.0,168.1
2016-11-30,197.5,174.9375,78.1875,132.22916666666666,139.975,147.1375,208.3125,232.97916666666666,241.40625,223.53125,242.4375,243.0625,198.5625,220.5,263.4166666666667,263.046875,226.34375,242.25,207.875,359.8
2016-12-31,180.59375,182.3125,84.0,164.29166666666666,164.1125,178.1375,240.97916666666666,241.08333333333334,339.125,367.90625,331.71875,294.4375,295.9791666666667,261.9166666666667,329.3333333333333,323.390625,354.9375,361.25,393.15625,233.97
2017-01-31,123.03125,110.16666666666667,42.703125,129.6875,113.725,88.6125,150.97916666666666,179.25,184.09375,174.6875,182.625,176.4375,167.875,172.77083333333334,221.25,199.75,177.4375,205.4375,165.34375,170.4
2017-02-28,142.34375,133.10416666666666,65.96875,73.64583333333333,70.3875,108.9,97.72916666666667,140.77083333333334,128.0,148.0625,177.8125,168.75,118.375,121.8125,258.6041666666667,224.46875,215.6875,160.34375,154.90625,91.8
2017-03-31,155.3125,100.14583333333333,48.4375,84.6875,62.375,74.4,91.27083333333333,138.04166666666666,194.84375,200.21875,175.375,182.75,148.33333333333334,127.5625,212.64583333333334,209.453125,217.65625,217.1875,238.0,264.3
2017-04-30,71.46875,50.9375,21.0,38.375,26.6125,27.0375,31.8125,45.083333333333336,51.46875,63.34375,62.625,54.125,54.208333333333336,46.354166666666664,79.9375,79.171875,79.78125,75.84375,75.28125,73.7
2017-05-31,25.5,21.416666666666668,15.53125,20.458333333333332,23.7,17.725,21.291666666666668,26.916666666666668,25.6875,29.125,24.5,31.25,23.041666666666668,26.25,13.958333333333334,18.65625,16.6875,22.3125,21.8125,37.2
2017-06-30,8.3125,7.25,1.625,2.2083333333333335,2.925,4.825,4.458333333333333,2.5416666666666665,9.6875,4.3125,4.375,4.0,2.7916666666666665,5.083333333333333,2.375,3.9375,4.25,5.3125,11.625,0.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,31.6875,32.229166666666664,27.25,5.375,20.3375,31.5875,28.5,3.0,20.5625,17.1875,12.875,2.875,7.020833333333333,15.291666666666666,8.1875,10.65625,12.8125,14.1875,17.75,0.0
2017-09-30,11.3125,14.541666666666666,11.84375,2.6666666666666665,11.725,15.1,20.5,2.2916666666666665,21.25,18.6875,15.8125,2.625,6.375,12.916666666666666,12.541666666666666,13.25,15.75,17.625,19.0,14.0
2017-10-31,93.53125,78.97916666666667,71.59375,58.520833333333336,78.75,83.2125,86.20833333333333,60.0625,86.0,110.625,94.5625,61.9375,77.54166666666667,90.83333333333333,83.66666666666667,75.859375,75.0,98.75,89.40625,104.8
2017-11-30,195.6875,190.125,158.078125,150.77083333333334,135.375,173.1375,139.5625,175.625,159.65625,171.9375,169.96875,156.125,167.3125,154.64583333333334,234.83333333333334,179.453125,200.71875,163.9375,167.9375,226.8
2017-12-31,356.03125,362.5625,293.75,330.6041666666667,346.1,333.35,380.1041666666667,340.2083333333333,387.96875,444.65625,385.9375,381.625,359.9375,384.5416666666667,431.4791666666667,392.46875,384.3125,404.8125,405.71875,348.8
2018-01-31,216.9375,181.33333333333334,163.171875,146.70833333333334,145.2625,185.3375,165.75,159.1875,189.875,210.0,169.46875,208.0625,182.97916666666666,160.79166666666666,217.45833333333334,199.234375,244.625,235.40625,237.6875,142.3
2018-02-28,259.65625,220.83333333333334,207.75,169.10416666666666,183.375,210.225,178.625,189.29166666666666,193.0625,211.15625,194.96875,211.5,190.77083333333334,183.625,236.04166666666666,209.9375,238.6875,203.21875,220.1875,360.7
2018-03-31,192.1875,176.875,190.921875,187.79166666666666,171.125,180.6875,162.64583333333334,188.25,213.28125,254.09375,202.375,204.5625,179.91666666666666,183.64583333333334,190.16666666666666,184.65625,198.84375,209.21875,226.9375,234.20000000000002
2018-04-30,71.71875,71.375,77.140625,122.29166666666667,81.4625,98.45,61.208333333333336,190.625,76.625,167.4375,79.0625,77.125,133.83333333333334,88.5,141.22916666666666,95.890625,100.28125,91.5625,76.15625,50.1
2018-05-31,41.25,51.104166666666664,60.96875,53.5625,64.7375,56.7125,52.729166666666664,53.208333333333336,43.34375,42.09375,39.375,37.3125,42.625,46.833333333333336,30.354166666666668,38.234375,35.40625,41.125,39.78125,39.3
2018-06-30,0.5,0.4166666666666667,0.09375,0.125,0.1,0.2,0.16666666666666666,0.08333333333333333,0.25,0.0625,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-31,9.25,8.354166666666666,9.484375,6.541666666666667,8.225,7.6,11.770833333333334,15.166666666666666,10.78125,9.9375,13.125,18.875,13.625,9.604166666666666,23.520833333333332,21.96875,34.1875,18.125,8.03125,0.0
2018-09-30,58.71875,56.604166666666664,31.421875,52.520833333333336,34.7375,37.3,41.958333333333336,89.22916666666667,63.90625,63.8125,88.0,113.6875,65.72916666666667,59.5625,59.625,90.625,53.1875,63.3125,47.75,115.4
2018-10-31,150.1875,100.77083333333333,38.765625,76.35416666666667,50.75,57.6875,57.770833333333336,104.14583333333333,102.03125,96.84375,122.8125,116.25,91.64583333333333,71.47916666666667,95.41666666666667,108.703125,107.3125,101.25,154.4375,182.1
2018-11-30,241.40625,248.0625,238.921875,266.1875,261.25,247.6125,246.83333333333334,305.5208333333333,321.90625,332.96875,316.90625,344.0,288.3125,270.8333333333333,525.8333333333334,357.265625,398.46875,328.53125,343.0625,262.4
2018-12-31,119.78125,108.875,78.734375,95.75,96.0375,90.4375,119.91666666666667,146.0625,164.90625,170.4375,148.6875,138.5625,130.39583333333334,135.35416666666666,177.97916666666666,186.90625,149.125,142.0,158.65625,397.3
2019-01-31,187.75,175.5,167.078125,191.39583333333334,180.8125,173.9625,175.16666666666666,197.54166666666666,188.375,189.84375,193.40625,193.5,193.10416666666666,187.66666666666666,187.72916666666666,196.53125,193.0,188.0,192.5,161.4
2019-02-28,221.78125,210.16666666666666,150.28125,138.9375,136.3375,172.3625,166.16666666666666,151.6875,205.9375,193.3125,170.53125,149.9375,157.47916666666666,170.14583333333334,233.89583333333334,174.84375,177.5,193.34375,253.9375,161.2
2019-03-31,87.9375,89.14583333333333,81.046875,113.64583333333333,107.425,88.6625,113.9375,133.97916666666666,174.875,164.875,170.9375,137.625,126.3125,121.52083333333333,173.79166666666666,201.921875,218.28125,198.5,186.15625,137.6
2019-04-30,148.53125,106.9375,52.4375,88.54166666666667,88.35,94.0,123.22916666666667,128.25,154.96875,156.28125,131.84375,122.125,127.625,144.35416666666666,149.97916666666666,135.03125,148.71875,141.0625,154.125,148.9
2019-05-31,19.65625,25.041666666666668,13.140625,18.291666666666668,19.7,26.725,27.125,16.104166666666668,23.03125,21.78125,15.1875,13.25,17.6875,22.020833333333332,50.645833333333336,25.53125,31.21875,26.625,29.125,53.0
2019-06-30,0.4375,0.4583333333333333,0.09375,0.2916666666666667,0.375,0.425,0.5416666666666666,0.2916666666666667,0.625,0.5,0.4375,0.375,0.4166666666666667,0.5416666666666666,0.16666666666666666,0.375,0.375,0.5,0.5,0.0
2019-07-31,0.625,0.2916666666666667,0.1875,0.125,0.125,0.2,0.125,0.041666666666666664,0.125,0.125,0.0625,0.0,0.125,0.125,0.375,0.0,0.0625,0.1875,0.1875,0.0
2019-08-31,0.125,0.20833333333333334,0.40625,0.25,0.25,0.275,0.16666666666666666,0.20833333333333334,0.125,0.125,0.25,0.125,0.20833333333333334,0.16666666666666666,0.125,0.1875,0.1875,0.3125,0.125,5.5
2019-09-30,46.875,24.958333333333332,12.6875,13.708333333333334,16.7,22.175,27.458333333333332,19.125,32.625,30.3125,29.875,22.5,18.291666666666668,25.458333333333332,17.541666666666668,21.0,21.8125,28.0,21.5625,18.0
2019-10-31,97.375,80.66666666666667,32.125,65.125,64.3125,68.8,100.85416666666667,105.97916666666667,124.375,119.71875,109.03125,111.125,96.0,103.125,190.64583333333334,157.234375,202.09375,145.75,183.125,178.0
2019-11-30,77.625,37.208333333333336,15.375,31.979166666666668,20.6375,21.975,15.729166666666666,49.166666666666664,14.125,22.0,35.59375,42.125,32.791666666666664,20.666666666666668,86.16666666666667,57.5625,65.125,32.78125,32.375,137.1
2019-12-31,43.84375,30.6875,14.296875,24.583333333333332,15.7875,20.6625,14.666666666666666,49.958333333333336,29.03125,37.875,62.78125,47.9375,36.604166666666664,22.895833333333332,136.1875,103.203125,102.0625,74.15625,62.03125,253.4
2020-01-31,84.71875,48.645833333333336,21.5390625,34.208333333333336,24.3,35.26875,25.072916666666668,87.91666666666667,72.625,92.53125,124.171875,83.21875,62.020833333333336,61.5625,237.0,187.890625,164.125,143.59375,115.78125,277.6
2020-02-29,110.90625,65.47916666666667,25.59375,58.8125,41.9875,36.8,40.270833333333336,82.9375,69.65625,89.375,98.375,59.5625,61.0625,53.5625,128.75,135.46875,114.96875,102.4375,98.46875,279.8
2020-03-31,48.0,36.020833333333336,18.96875,33.6875,26.225,27.4875,38.791666666666664,61.854166666666664,67.59375,71.71875,93.28125,86.0625,60.458333333333336,55.520833333333336,139.6875,145.34375,126.59375,102.75,113.71875,151.6
2020-04-30,38.1875,34.166666666666664,16.546875,53.041666666666664,34.1875,32.85,48.1875,108.83333333333333,126.59375,134.5,128.59375,101.1875,88.75,84.45833333333333,208.75,157.171875,180.625,141.75,137.25,196.9
2020-05-31,41.3125,29.5,27.328125,25.604166666666668,23.5375,23.275,22.333333333333332,22.125,21.375,21.1875,19.0,19.4375,23.520833333333332,23.958333333333332,14.729166666666666,16.875,14.3125,17.1875,14.71875,7.5
2020-06-30,2.3125,0.5416666666666666,0.078125,0.0,0.0,0.0125,0.0,0.0,0.0625,0.1875,0.0625,0.0,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.0,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,0.125,0.125,0.125,0.041666666666666664,0.0,0.125,0.125,0.125,0.125,0.125,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.6875,0.0
2020-09-30,35.0625,31.333333333333332,29.796875,19.541666666666668,24.9375,31.625,27.833333333333332,13.791666666666666,32.03125,25.96875,20.1875,17.5625,20.083333333333332,27.208333333333332,15.479166666666666,17.90625,22.09375,22.21875,29.0,11.6
2020-10-31,83.9375,120.0,81.109375,94.27083333333333,91.05,96.35,98.47916666666667,134.91666666666666,122.4375,121.34375,110.625,113.0,102.54166666666667,111.60416666666667,182.375,153.546875,192.71875,142.5625,157.84375,140.7
2020-11-30,43.65625,52.395833333333336,68.578125,74.14583333333333,66.8,68.1875,74.375,65.5,100.46875,95.46875,73.65625,65.125,77.8125,82.5,58.958333333333336,62.171875,51.90625,60.75,51.78125,124.30000000000001
2020-12-31,221.34375,254.52083333333334,259.6875,190.8125,215.2125,250.2,193.72916666666666,201.10416666666666,224.40625,225.84375,238.59375,179.875,184.35416666666666,205.41666666666666,248.14583333333334,237.234375,259.8125,245.78125,214.28125,283.1
2021-01-31,151.65625,159.54166666666666,171.0625,218.0625,177.9125,158.5875,169.25,256.6458333333333,188.4375,193.4375,206.8125,276.25,242.45833333333334,189.83333333333334,187.64583333333334,230.234375,246.03125,239.21875,214.71875,179.1
2021-02-28,150.84375,155.85416666666666,141.28125,156.41666666666666,131.15,148.45,151.91666666666666,208.3125,139.75,143.46875,169.34375,194.6875,175.33333333333334,146.97916666666666,243.14583333333334,214.296875,190.125,162.6875,172.09375,126.3
2021-03-31,189.03125,166.02083333333334,186.65625,226.9375,205.35,185.1125,201.25,243.60416666666666,191.0625,212.4375,214.0,233.9375,213.1875,186.70833333333334,288.5208333333333,233.21875,260.71875,222.21875,232.875,205.39999999999998
2021-04-30,73.9375,61.041666666666664,50.6875,78.47916666666667,66.2625,57.0875,69.66666666666667,68.16666666666667,65.625,65.125,69.25,71.8125,70.0625,64.45833333333333,92.66666666666667,72.109375,78.875,66.5625,72.9375,68.1
2021-05-31,62.46875,70.6875,39.25,28.125,28.5625,48.3375,26.645833333333332,19.416666666666668,22.75,23.875,27.4375,21.125,24.541666666666668,23.666666666666668,20.708333333333332,23.8125,20.09375,20.96875,20.1875,50.0
2021-06-30,4.1875,4.0,2.71875,1.125,1.95,3.525,2.0208333333333335,0.2916666666666667,1.75,1.375,0.75,0.125,0.9583333333333334,1.4583333333333333,0.041666666666666664,0.15625,0.625,1.25,2.6875,0.2
2021-07-31,0.25,0.041666666666666664,0.125,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,0.625,0.75,0.6875,0.041666666666666664,0.0,0.125,0.0,0.041666666666666664,0.8125,0.125,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,0.0
2021-09-30,30.75,30.458333333333332,18.0625,13.895833333333334,16.875,18.2,16.708333333333332,13.791666666666666,32.6875,33.6875,34.625,17.125,16.875,17.208333333333332,38.416666666666664,40.71875,46.5625,44.3125,47.25,21.0
2021-10-31,97.1875,116.3125,106.046875,94.75,93.3,109.9375,104.58333333333333,112.41666666666667,106.03125,94.25,129.125,129.375,105.75,93.3125,147.0,125.234375,116.71875,125.46875,99.40625,253.9
2021-11-30,279.625,318.0,239.953125,246.85416666666666,224.975,280.0625,238.16666666666666,284.0625,266.5,263.1875,267.9375,302.4375,318.3333333333333,270.8333333333333,278.3541666666667,266.96875,268.09375,262.125,255.25,259.6
2021-12-31,311.5625,261.4791666666667,216.859375,272.5833333333333,226.7875,197.3875,233.45833333333334,297.5416666666667,282.1875,333.375,313.71875,309.1875,304.2083333333333,295.875,354.7291666666667,312.0625,329.46875,309.34375,314.15625,346.4
2022-01-31,60.40625,41.395833333333336,55.03125,146.70833333333334,89.8625,40.5625,85.25,154.22916666666666,152.78125,172.28125,180.5,155.875,161.77083333333334,166.70833333333334,253.25,220.015625,232.53125,187.1875,182.625,0.0
2022-02-28,162.15625,137.52083333333334,123.25,213.375,171.4125,114.8375,165.1875,200.3125,165.3125,178.875,201.5625,220.125,210.25,222.45833333333334,188.08333333333334,210.15625,186.96875,181.53125,165.59375,0.0
2022-03-31,136.125,91.70833333333333,105.828125,121.8125,113.6625,72.425,98.35416666666667,101.75,151.9375,150.625,134.84375,107.25,113.35416666666667,139.89583333333334,162.85416666666666,151.328125,161.59375,159.625,154.34375,0.0
2022-04-30,18.65625,35.666666666666664,19.84375,28.416666666666668,21.1125,18.1,16.875,38.75,16.9375,16.09375,23.34375,29.1875,27.770833333333332,17.520833333333332,38.625,26.65625,33.9375,25.96875,32.65625,0.0
2022-05-31,0.5625,0.75,1.875,0.9166666666666666,0.925,0.7,0.5,1.875,0.1875,0.3125,2.0,2.25,1.0,0.16666666666666666,2.0,2.4375,1.6875,0.75,0.75,0.0
2022-06-30,5.875,2.1666666666666665,3.015625,0.875,0.9375,1.225,0.3333333333333333,1.6875,0.25,0.375,0.625,0.6875,0.9375,0.5,0.5833333333333334,0.65625,0.5,0.5,0.4375,0.0
2022-07-31,0.125,0.125,0.03125,0.20833333333333334,0.175,0.1,0.08333333333333333,0.375,0.125,0.125,0.125,0.25,0.20833333333333334,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0
